epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,345.664,0.31909,0.28971,0.93784,0.99802,1,0.995,0.99218,0.19189,0.16826,0.86971,0.00041637,0.00041637,0.00041637
187,347.432,0.32259,0.27101,0.94701,0.99806,1,0.995,0.98863,0.19983,0.17409,0.86949,0.000415918,0.000415918,0.000415918
188,349.174,0.35361,0.28207,0.95374,0.99796,1,0.995,0.995,0.19046,0.17831,0.85962,0.000415466,0.000415466,0.000415466
189,350.875,0.29738,0.26499,0.93265,0.99798,1,0.995,0.995,0.18206,0.16742,0.85798,0.000415014,0.000415014,0.000415014
190,352.581,0.30745,0.28425,0.95148,0.99803,1,0.995,0.995,0.18088,0.15745,0.8612,0.000414562,0.000414562,0.000414562
191,354.362,0.31249,0.2709,0.92153,0.998,1,0.995,0.98695,0.18645,0.14004,0.86549,0.00041411,0.00041411,0.00041411
192,356.112,0.30122,0.27177,0.9264,0.99804,1,0.995,0.98593,0.19749,0.16756,0.87029,0.000413658,0.000413658,0.000413658
193,357.965,0.33331,0.28649,0.95764,0.99803,1,0.995,0.98001,0.21075,0.17749,0.87862,0.000413205,0.000413205,0.000413205
194,359.756,0.31115,0.26066,0.94863,0.99799,1,0.995,0.98525,0.20804,0.18056,0.87721,0.000412753,0.000412753,0.000412753
195,361.494,0.30638,0.2752,0.9202,0.99792,1,0.995,0.98463,0.2009,0.1597,0.87122,0.000412301,0.000412301,0.000412301
196,364.883,0.31415,0.26215,0.93539,0.998,1,0.995,0.995,0.20487,0.1689,0.87417,0.000411849,0.000411849,0.000411849
197,366.871,0.31349,0.27577,0.94772,0.99795,1,0.995,0.995,0.21156,0.18477,0.87701,0.000411397,0.000411397,0.000411397
198,368.614,0.30523,0.26208,0.94367,0.99805,1,0.995,0.995,0.21866,0.17515,0.88712,0.000410945,0.000410945,0.000410945
199,370.361,0.31852,0.2626,0.93404,0.99801,1,0.995,0.995,0.19857,0.16071,0.87555,0.000410493,0.000410493,0.000410493
200,372.128,0.32431,0.28061,0.9386,0.99798,1,0.995,0.98519,0.20857,0.15703,0.87583,0.000410041,0.000410041,0.000410041
201,373.897,0.32765,0.26048,0.93197,0.99799,1,0.995,0.995,0.20866,0.16477,0.87867,0.000409589,0.000409589,0.000409589
202,375.574,0.32538,0.27097,0.94206,0.99793,1,0.995,0.98119,0.20369,0.1713,0.87537,0.000409137,0.000409137,0.000409137
203,377.151,0.28414,0.23621,0.91477,0.99793,1,0.995,0.97921,0.21504,0.16305,0.87848,0.000408685,0.000408685,0.000408685
204,378.779,0.31254,0.26994,0.93512,0.99802,1,0.995,0.96961,0.2157,0.16135,0.87984,0.000408233,0.000408233,0.000408233
205,380.632,0.30454,0.25607,0.93293,0.99803,1,0.995,0.97865,0.1911,0.16126,0.87973,0.000407781,0.000407781,0.000407781
